Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Study_Efficiency,Support_Score,Wellbeing_Score,Academic_History,Motivation_Resources,Attendance_Study
1.173578797781769,-0.07584642939569783,-1.561144344056024,1.2931600087827237,0.8190739124037576,0.6690944412541391,-0.8372766897155727,1.5822419700337818,0.2907705395486324,0.40578449190345406,-1.0576374282786145,-0.3356431727442003,0.6595236846638917,-1.5766320233576248,1.964909018690601,-0.3514426052172741,0.38041586814181305,0.7242517080625488,-1.1699969543340927,1.0028812493062982,-0.2600133952949844,1.6747011182187637,-0.8223509045412235,2.767789172459741,1.0113380328878698
-0.6619831869109362,0.5318942367281592,1.3146478686787573,-0.14051958979430482,0.8190739124037576,-0.016740338037584422,1.314727867013022,0.14148579987035376,0.2907705395486324,0.40578449190345406,-1.0576374282786145,1.3345811868638446,0.6595236846638917,-0.260489195456022,0.03038141739033513,-0.3514426052172741,-0.9013988400156139,0.7242517080625488,-1.1699969543340927,-0.8016952225477432,1.449955126311428,0.003899065024797971,1.3295591754526161,0.011127489605969236,-0.4097018624460996
0.33923244110326667,0.6187143318887102,-1.561144344056024,-0.14051958979430482,-1.2208910390825096,0.6690944412541391,0.5511133468835206,-1.2992703702930744,0.2907705395486324,-0.405017413468854,-1.0576374282786145,-0.3356431727442003,0.6595236846638917,-0.260489195456022,-1.904146183909931,-0.3514426052172741,0.38041586814181305,2.207904717847042,0.8547030796068635,-0.025170267400073453,-1.1149976560981907,-0.5530349527065239,0.5362282703857624,-0.9077597380119549,0.6002313788876857
-0.3282446442395352,1.7473755689758732,1.3146478686787573,-0.14051958979430482,0.8190739124037576,2.040763999837586,0.7593718523733847,0.14148579987035376,0.2907705395486324,-0.405017413468854,0.28925746532439217,-0.3356431727442003,0.6595236846638917,-0.260489195456022,0.03038141739033513,-0.3514426052172741,-0.9013988400156139,-0.7594013017219444,0.8547030796068635,-0.8685505781351448,0.5949708655082219,1.6747011182187637,0.7444776329658116,0.011127489605969236,0.38623065488758995
2.5085329684673727,-0.16266652455624883,1.3146478686787573,-1.5741991883713335,0.8190739124037576,2.040763999837586,1.6618253761627952,0.14148579987035376,0.2907705395486324,-0.405017413468854,-1.0576374282786145,-0.3356431727442003,-1.5162457744176734,1.0556536324455807,-0.9368823832597979,-0.3514426052172741,-0.9013988400156139,-0.7594013017219444,0.8547030796068635,2.24286382008957,-0.2600133952949844,1.1177671004874417,1.6468915374793578,-0.9077597380119549,2.132026034888371
-0.49511391557523565,1.0528148076914652,-0.12324823768863337,-0.14051958979430482,-1.2208910390825096,-0.016740338037584422,-0.6290181842257087,-1.2992703702930744,0.2907705395486324,0.40578449190345406,-1.0576374282786145,,0.6595236846638917,-1.5766320233576248,0.03038141739033513,-0.3514426052172741,-0.9013988400156139,-0.7594013017219444,0.8547030796068635,-0.8147643662528932,,0.003899065024797971,-0.614101541961175,-0.9077597380119549,-0.05678838777927495
-0.3282446442395352,-0.24948661971679983,1.3146478686787573,-0.14051958979430482,0.8190739124037576,-2.074244675912755,0.34285484139365663,0.14148579987035376,0.2907705395486324,-0.405017413468854,0.28925746532439217,-2.0058675323522452,-1.5162457744176734,-1.5766320233576248,-0.9368823832597979,-0.3514426052172741,0.38041586814181305,-0.7594013017219444,0.8547030796068635,-0.25111565568718885,-0.2600133952949844,-2.2238370059004895,0.3279789078057138,0.011127489605969236,-0.39092986911275784
0.5061017124389672,0.8791746173703632,-0.12324823768863337,-0.14051958979430482,-1.2208910390825096,-0.016740338037584422,0.9676303578632486,-1.2992703702930744,0.2907705395486324,0.40578449190345406,1.6361523589273992,-0.3356431727442003,0.6595236846638917,1.0556536324455807,0.9976452180404681,-0.3514426052172741,0.38041586814181305,0.7242517080625488,-1.1699969543340927,0.007107645212370718,-0.2600133952949844,0.5608330827561199,0.9824769044858683,-0.9077597380119549,0.8930744748878168
0.33923244110326667,-1.204507666482861,-0.12324823768863337,-0.14051958979430482,-1.2208910390825096,-0.7025751173293079,-0.8372766897155727,1.5822419700337818,0.2907705395486324,-0.405017413468854,-1.0576374282786145,-0.3356431727442003,-1.5162457744176734,-0.260489195456022,1.964909018690601,-0.3514426052172741,1.6622305762992398,2.207904717847042,0.8547030796068635,0.8954728818892144,-0.2600133952949844,0.5608330827561199,-0.8521008134812317,0.9300147172238933,-0.2670347131127024
-0.3282446442395352,-0.3363067148773508,-0.12324823768863337,1.2931600087827237,0.8190739124037576,-0.016740338037584422,0.48169384505356594,1.5822419700337818,0.2907705395486324,0.40578449190345406,0.28925746532439217,1.3345811868638446,0.6595236846638917,-0.260489195456022,0.9976452180404681,-0.3514426052172741,1.6622305762992398,-0.7594013017219444,-1.1699969543340927,-0.21590338738270337,1.449955126311428,0.5608330827561199,0.49656172513242053,2.767789172459741,-0.4247194571127729
